Emotion,Text
joy,"I was selected to come here (University, College) when I was least expecting it."
joy," Oh , Jack ! That's wonderful ! "
joy, Don't mention it . I'm always willing to help good students . 
joy,When I met a good friend after a long time. We had had a quarrel but after two weeks I was really glad to see him again.
joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot licence. I can remember it was gorgeous day and I was on a natural high, cruising up the coast with my maps and compasses and gear. Other pilots had seen me off and wished me good luck and it was a real adventure."
joy,"It was the prospect of finding gold that induced these excited men to make such frantic efforts to open out the barrow "" . "
joy," It sure is . I'm glad it didn't rain . My name's Mike Gates , by the way . "
joy,"It was Saturday, my duties were over for a few hours and I could at last be with the people I wanted to see."
joy, I liked it . I thought it was great . 
joy,"Because of what had happened , some of her excitement at the thought of seeing Czechoslovakia had ebbed . "
joy,I have said we will be pleased to provide back-up with visitor 's packs etc and that I would inform you of the request . 
joy,She did not look like a happy woman . 
joy,When my husband suddenly came to see me at my new job and brought some flowers and cake with him.
joy, I requested it . What do you say ? Do you have your dancing shoes on ? 
joy,"When he came to the part about the clip he glanced up , and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the page . "
joy,The moment I got the news that I had been selected for the U.G.C junior national research fellowship.  It was a dream come true.
joy,"Glancing up at his face , Cassie saw his expression change , his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable , threatening , like the tide of an incoming sea , to engulf them both . "
joy,"As the time to get the results drew near I became more and more anxious.  My friend called me and said, \ You have passed.\""  My heart was full of joy."""
joy, Thank you . 
joy, It's nice of you to say so . 
joy,When I found out I got accepted to Berkeley.
joy,I gave my mom a gift she wanted for years. I raflected her joy.
joy,When I had passed MCE examinations.
joy,"Highly delighted with the transaction , we made our way back to Althorp Street , wondering how we were to break the news to Mrs Sugden . "
joy,When i was asked to be a child's godmother.
joy,I'd just got the top mark in an exam.
joy,Being together with my best friend.
joy,"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . "
joy,Achievement of a task by a friend who had begun a new job. She wasn't confident of handling the situation so was thinking  of leaving the job only after 2 days employment.
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation.  I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?"
joy, Very nice . Thank you for your time . 
joy,"In the end he had little real choice but to join in and , if not exactly enjoy it , at least to take comfort in her gratification . "
joy,That afternoon I rushed home to look at the result slip of the higher level as fast as possible.  I opened the envelope very carefully and found that my results were much better than I had expected and thus I could enter the Chinese university.  My diligence had paid and I was very happy.
joy,I have a new born child.
joy,"Emily suddenly felt a surge of elation , she was eager for the new experience of being introduced into what she considered was the world of adulthood . "
joy," Great ! Wait here ? You don ’ t have enough room for the amplifiers , microphones or even your drums ! By the way where do you keep them or practice ? "
joy,After passing my Malawi Certificate of Education Exam and being selected to Kamuzu College of Nursing.
joy, I see . What ’ s it like there ? 
joy,When I pass an exam.
joy,When I met with friends that I hadn't seen for a long time.
joy,I received a letter of acceptance from university.
joy, The sea water treatments are supposed to be really good for you . 
joy,I finished my homework; an important task.
joy,It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . 
joy, Let ’ s go for a joy ride . 
joy,It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.
joy,"` I should think you 're pleased , aren't you ? "" asked Charles genially . "
joy,"All during the night , over and over again , she had found it absurd that she 'd ever considered herself a happy woman . "
joy,"I found that most parents were initially rather shocked at finding out their daughter was pregnant , some cried , some got angry , some were very matter-of-fact , and some were quite pleased . "
joy,"Not having entered art competitions before , I 'm delighted to have reached the finals . "
joy,When I entered in the University after a year of struggles.
joy,"When, after a long time, I saw a girl with whom I was in love."
joy,"When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy."
joy,When I received the best actor award at the inter-college drama competition.  It gave me tremendous joy and satisfaction which lasted for several days.
joy,"With such obvious delight in food , it 's hard to see how Blanc remains so slim . "
joy,How have you been ? 
joy,"When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) I'd taught her at 6 yrs, then at 12 yrs and hadn't seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council."
joy," Yes , Steven . You always know what I want . "
joy," That sounds great . So , do you want to have dinner at 6:00 ? "
joy,When I fell in love.
joy,"I don't suppose you 're overjoyed that I 've got a friend in the rival camp . "" "
joy,"When I was accepted for further education, here at the university."
joy,"Joy of giving birth, and of sharing that joy with my husband. Moments of complete happiness and feelings of so much love."
joy,I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils.
joy,Getting sent on a company expense trip to another state to work for a week at that plan.
joy,This happened when it was finally confirmed that I had stood first in the university for the M.A exams.  A few days before the official results were declared a clerk had brought the results unofficially.  So I had been expecting the results but the confirmation allowed me to legitimately feel happy at my success. 
joy,I met again a very good friend whom I had not seen for a long time.
joy,When I met friends I had not seen for the last 2-4 years.
joy,A night spent with a group of friends.
joy," Just as usual , you know . "
joy," We do many things . In the morning , we go swimming and boating . In the afternoon , we play basketball or tennis . We sit around a camp fire at night.We sing or tell stories . "
joy,At a friend's birthday party with some of my closest friends.  It was all very pleasant and one could say that I was happy to have such good friends.
joy,When I called my boyfriend he asked me if I would live with him.
joy," Yes , I received the scholarship 3 times on end . "
joy,When I went to visit a friend in the hospital. She had to undergo an operation for rupture. I was glad to hear that the operation succeeded and that she was relieved of her pain.
joy, That sounds fine . I'll be there around seven . 
joy, OK . 
joy,I got an A in anatomy - the first one I have ever gotten in a science class here.
joy,"Hey , Mary , nice to see you again . I heard you're going back home to the U . S . "
joy, I am also impressed with the lines in the movie . 
joy,"Inter-national sports events won by my favourite national team or player brings me joy, e.g when India won the World cup cricket match."
joy, That's great . Let's go skating together tomorrow . 
joy, It ’ s a wonderful Spanish style . 
joy,"After attending a song contest proposed by a band called \Chyne\"" we (6 of us) waited for the members of the band to greet us in front of the stage.  We went out after a few minutes as it was time to close the hall.  We had been waiting at the entrance hall for ten minutes when three of the band members came out.  They were very excited to see us, one of them was so excited that he had tears in his eyes.  We felt very warm and close to each other.  They took us back into the hall and we talked freely.  We were together for about an hour and during this time we felt that they were very sincere."""
joy,Got a big fish in fishing.
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband.  Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment.  the whole nature was full of music."
joy,Scoared a goal in a football match.
joy,The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition.  I had won this prize when I was an under-graduate when even post graduates had participated.  I had been judged by eminent judges and political scientists.
joy,"` You think of everything , don't you ? "" she said with a delighted smile . "
joy, Thanks . 
joy,I passed an exam that I was absolutely certain that I had failed.
joy,"Her expression became dreamy , ecstatic . "
joy, Thank you for you help . 
joy,Hello ! What are you reading about in the newspaper ? 
joy, You are such an expert on it . I don't know that . 
joy,After the term exams I happened to meet a person that I respect and of whom I think very highly. It was nice that although we see each other rarely he had not forgotten me.
joy, Very much.What time ? 
joy,"Much pressure can overtly or unwittingly be put on grown up children , to provide grandchildren for the delight of the grandparents . "
joy,My joy was the joy of meeting again.  My husband came home after having been away for weeks (for work).  I was on the railway station to meet him.
joy,You told me psychology can help people to be happier.
joy,When I passed my final examination at school.
joy," Sure , which beach are we going to ? "
joy," Yeah , I heard it's going to be a lot of fun . "
joy, Thanks . Now let's decide which one of these suits looks best for this occasion . 
joy,When my little sister was born.
joy,"Happy anniversary , sweetheart ! "
joy, See you then . 
joy,"Two years ago, somebody I like very much wanted to give up his studies. I tried to make him understand the importance of what he was going to do, not only of the difficulty to find a job but also because he will decrease his culture etc. This person made the test to the college entrance examination and to our great joy we found out that he succeded in entering at the University."
joy," Yeah , you are right . I must stop complaining and stick to it every day . "
joy, Right . 
joy,Talking with someone I admire a lot.
joy,I was very joyful when I heard that I had passed the standard 8 exams. The day I heard the news was the day I celebrated my birthday.
joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.
joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life."
joy, I can't believe this for it's been 20 years since we got married . 
joy,Made a wonderful driend who understands me.
joy, I couldn ’ t agree more . That ’ s an ideal place for a vacation . 
joy,"She grinned , delighted at this mind-reading . "
joy,"I made the college entrance examinations for P.U.C. It was what I wanted more. When the first list came out I got frustrated. I wasn't in. When the second list came out without hopes I started to read the newspaper and my name was thre. I was in the bus and felt like crying so that everybody could hear me. The cry was hold, and 1982 became forever a mask in my life."
joy,I was given a gift by my sister. There were many pleasant things in this parcel.
joy, Pretty good . There was a bit of turbulence while we were over the Pacific Ocean but it wasn't too bad . The worst thing was the guy behind me . He snored all through the night ! 
joy,Minute shards of glass slashed across Rohmer 's ecstatic face . 
joy, Let's say about 6:00 ? 
joy,When my daughter was born.
joy,"After being away on a holiday for 2 months, a friend, who lived interstate, had remembered when I'd get back and phoned to welcome me home on the night of my arrival."
joy,He felt suddenly happy at being alive . 
joy,"When I pass exams, or when a close friend of mine recovered from an illness,etc."
joy," Exactly . We play every Saturdays on the field by the tennis courts . If you want to learn and play a little , you're welcome to join us . "
joy,Meeting an old friend from high school.
joy, I'll be at your house at about 5:30 . Happy birthday . 
joy,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics.
joy,I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me.
joy," Fine , see you then . "
joy,When I heard the examination results and when I recovered after having been sick for a week.
joy,"This time , the Prince 's amusement was obvious . "
joy,When I gave birth to a healthy boy.
joy,So I was in a great state of elation . 
joy," I am very happy , too . It was a big game and I won . "
joy,"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it."
joy, Spring is a lively season . 
joy, That's a great idea . Why don't you call him . I already talked to him a couple of times and it might be good for him to hear from somebody else . 
joy,I received a letter from a distant friend.
joy,When I made the acquaintance of a certain person.
joy,Do you like flowers ? 
joy,At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . 
joy, How about tomorrow afternoon ? 
joy," Thanks for inviting me . Here is the gift for you . Happy birthday , Francis ! Many more happy and healthy years for you ! "
joy,I was very pleased and happy when my older sister came home from living somewhere out of town and I hadn't seen her for months. We are very close sisters.
joy," I'm so happy . Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends . "
joy,"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling."
joy,` I am delighted that you are so cheerful and optimistic . 
joy,Won a prize for effort.
joy,"But behind the strained , happy smiles there will lie the awful knowledge that Alex saw the killer -- and was too young to understand what was going on . "
joy, Good . I know that you are capable of being an excellent student . 
joy,Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others . 
joy,"` You will not regret it , "" the cardinal told her , observing the prince 's elation and guessing its cause . "
joy,The birth of my daughter.
joy," Do you think so ? Well , I guess . He does look a lot like me . Oh , he ’ s got Richard ’ s eyes though . "
joy,At church camp when I accepted Christ into my life and so did my friend.
joy,"But his father was overjoyed to see him , and at once threw a party . "
joy,Hear a very nice joke made by a friend.
joy,"He sat looking at the fire with lowered eyelids , a contented expression on his face , looking like a big overfed cat . "
joy," Extremely good . I shot a 78 , including 5 birdies ! "
joy,` I am obviously very pleased about winning but it was also great that my parents were here . 
joy,When I passed the 12th standard board exams.
joy,Going to a concert.
joy,"He was a contented man for he had a good wife , a prosperous farm in Upper Caversham some four miles from Reading market , had had a good season and a financially successful day . "
joy,"We act cool , like we 're not delighted to meet up again , then we sit round the kitchen table and talk . "
joy,"I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy."
joy,"A close relative of mine underwent a difficult operation, and everything turned out fine."
joy, Sure.Where would you suggest ? 
joy,Having received an offer to do post-graduate work.
joy," My pleasure Miss . Actually , could you recommend what to eat here ? I've never been here before . "
joy,Last year I passed the B.A exams in Psychology in which I stood first in my class.  Thus I got the first prize from the college.  I was most happy to tell all this to my parents and friends.
joy, Great . I got to try so many things for the first time . 
joy,"The day the results of the university entrance exam was published, I found my canditate number and I was very excited."
joy,When I got a wedding ring of diamond from the boy I loved.
joy,"A small , happy man with a white beard , he always wore the traditional grocers ' apron . "
joy," Yeah , I went over the figures this morning . We're finally started making money again ! "
joy,"Looking anything but delighted at the prospect , he stood up . "
joy,Getting a part-time job.
joy,Going to see a good film with my best friend.
joy, Even the roller coasters that go through tunnels in the dark ? 
joy, Sound like everything is great . 
joy," That ’ s a good idea . You should do the same with some music . You might find something you like . Classical music might make you clever , but dance might make you livelier and happier . "
joy, Of course it does . Everybody has his own hobby . 
joy,Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated state . 
joy,Getting into this university to do medicine.
joy,"On my birthday, an old friend of mine sent me a card. I had not met him for a year and I was very glad that he had thought of me."
joy,When I got the scholarship I was very happy as the finacial burden of the family was reduced.
joy,When my first niece was born.
joy,After I saw my family and good friends back after staying one year in a foreign country. 
joy, Thank you for the dance . 
joy,When I got the first compound through column.
joy,` After each Test there was never any great sense of elation but rather that a step towards the ultimate goal was taken . 
joy," Yes , my wife is coming to get me . "
joy,"` I think everyone is very pleased they 've changed their minds , "" said England 's most-capped player , Rory Underwood . "
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home."
joy,"When my elder brother, who had gone abroad to study  for six years, came back home safe and in good health."
joy, Thanks so much . 
joy,"Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year."
joy,"He was now a very effective reader of his own work -- his theatrical instincts were here most valuable and , as Edmund Wilson noted , he could communicate a feeling of intense excitement to his audiences . "
joy,When my sister was born.
joy,"Her cheeks were already aglow from a combination of the heat and the exhilaration of being the centre of attention , and this had lent an extra , youthful radiance to her beauty . "
joy," Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? "
joy,"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . "
joy,When I had my four children.
joy," Yes , it looks interesting . "
joy,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for \a master of sports\""."""
joy,"When I first heard \I like you !\"" from my boyfriend."""
joy,Seeing relations from overseas after a few years.
joy,Birth of children.
joy,While dancing in a restaurant last week.
joy, A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . 
joy," Thank you , they ’ re beautiful . You can hang your coat over there . Try this new couch , it is so comfortable . You will love it . Want something to drink , tea , coffee , juice or Cola ? "
joy, I did a B . A . in economics . Remember ? 
joy,When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.
joy,"` Everyone seemed very pleased with the arrangements Philippe had made , didn't they , Rose ? "" "
joy,"When I was able to buy my new car, after lots of problems."
joy, Very nice . 
joy,FOR months now I have been trying to contain excitement at the thought of the compact disc . 
joy,Finally being asked by someone to a banquet.
joy,The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . 
joy,For the first time in my life telling someone I loved them.
joy,"When I get something that seemed very hard like getting a job, a boyfriend, etc. A specific sutuations, was when I started to date a boy whom I liked for a long time."
joy,"A holiday at a white sand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne."
joy,On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the  School for Health Scienced in London.
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me ........."
joy," I'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . Most of the work is boring . "
joy, At Harvard . What about you ? 
joy,"When there was a possibility of getting on better in professional life. I valorized very much this aspect. People showed me this possibility, not the real fact (even because until now ...)"
joy," I like the pier too , because it's beautiful at night . "
joy,When I received some good news : I obtained an amount of money I needed to buy something I had been planning to buy.
joy,When I met a good friend of mine after a long time.
joy,I was told that I had passed the statistics exam.  I had not expected this so I was very happy.
joy,I got a job right after school was over.
joy,"Susan , I am inviting you and Frank to our house warming party this weekend . "
joy,"She was on her feet taking his hand , smiling at him , telling him how delighted she was to meet him . "
joy,When I passed the first examination that I had to repeat.
joy,So we 're delighted to bring our conference to support our members in Portsmouth . 
joy,Six months ago when I got acquaintances with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common - in our views and in our fate.
joy, You dance beautifully too . 
joy,When I was told that I had passed the exams.
joy,That morning I was so ecstatic about my triumph in seducing the dog-owner 's daughter that I 'd completely forgotten about Jamila 's big decision . 
joy, We are all very proud of you . 
joy,I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.
joy,When I was selected to start Form I at Malosa Secondary school.
joy, I am feeling awesome .
joy,Thanks for helping me move into my new house . 
joy,"Gleeful opposition leaders and Tory Euro-sceptics said the Government 's handling of Maastricht had descended into ` shambles "" . "
joy,"When I was in a situation which seemed hopeless for me, I moved back to my parents. For my father it went without saying anything (normally he ofter grumbles at me)."
joy,"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . "
joy, About 4 . 
joy,"When I got through the examination for my driver licence, and when I finished I knew I had passed it."
joy, Perfect . So you can audition this weekend here at my house . 
joy,"Both Mr Souness and Jim Smith , the Portsmouth manager , emphasised how delighted they were with the overall quality of yesterday 's tie . "
joy,Lennox has always truly wanted to fight for the world title and was happy taking the tough route . 
joy,"Imagine my excitement , therefore , when it seemed recently that I might have stumbled across it in the shape of the Tower House in Malmesbury , Wiltshire . "
joy,When the lady who is now my wife accepted my proposal to be my lover and future wife.
joy,"In the army, my result at the shooting exercises got me a three day furlough."
joy," No , just come here . "
joy, It's a pleasure . Come on . I'm on your side . 
joy,When my family allowed me to do higher studies.
joy,I spent a lovely relaxing evening with my boyfriend. We played games and talked all evening.
joy,"Normally such a happy , sunny person , she felt a vague disquiet , as though she was changing without her wanting to . "
joy,I noticed with amusement that the tapestries hanging there illustrated the seven deadly sins . 
joy,I hate to disappoint anyone but that wasn't the case -- although the veiled hints caused us plenty of amusement . 
joy,"Unofficially I was informed about my results of the final examination of the secondary school. A teacher wrote them up for me. When I went outside, I started crying with joy."
joy,"I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear contented . "
joy, Que bien ! Sentences poems habeas en espanol ! 
joy,The animal seemed to take a perverse delight in terrorizing him . 
joy," Good morning , Emma ! A lovely day , isn't it ? "
joy,When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.
joy,Winning a game after a long time of losing.
joy,Easter holiday - I had been working weekends and had just left.
joy, I am feeling outstanding .
joy,My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me.
joy,"When two female classmates and I were having lunch, we chatted and  cracked jokes, I was very happy.  However, I felt that I may have  said something inappropriate which might cause them to have a bad  impression of me."
joy, Perhaps you are right . But I still need some time to recover from the failure . 
joy,When I understood that I was admitted to the University.
joy,Last Summer I achieved someting that I had been wanting for a long time.
joy, It's on 7th Street . 
joy,The day I heard that I passed the high school exam.
joy,"Every time they got near him , he backed off , ecstatic with excitement , tail wagging furiously . "
joy,When I could study at university.
joy,"When I saw my 16 year old sister at home after having waited for her all night, not knowing where she was."
joy, that's what friends are for . 
joy,"My sister gave birth to twins, healthy ones."
joy,"At the pre-university, I was appreciated as an examplary student by our pricipal.  This is something which made me feel very happy."
joy, How do you like this waltz ? 
joy,When the Cambridge results came out and I obtained a first division.  I had been thinking that I had not done very well.
joy, It's a new concert hall and the acoustics are great . 
joy,"But seriously , I 'm very happy that you 're staying . "
joy,"At a party in which I met an interesting female. We enjoyed eachothers company, while slow dancing."
joy, I am feeling very positive .
joy,When I got to know that I had passed the university entrance exam.  I thought that I had done one of the exams badly.
joy,When I was accepted at university.
joy," thank you , Steve . You're always so encouraging . "
joy, Ok . I'll call you Saturday morning . 
joy,When my boyfriend last told me he loved me after I gave him an impulsive kiss.
joy,The two observers exchanged amused glances and then wandered away under the trees . 
joy,"When I went for a picnic in Lonavala, I felt full of joy."
joy,"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . "
joy,A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . 
joy,"In order to be admitted to my final examination, I had to pass two examinations. As I had not studied very much, I resigned myself to be left behind. Nevertheless I succeeded in these examinations."
joy,When I got first division in the exams before leaving school.
joy," not only our annual sales brake a record , but our month by month earnings exceeded our forecast as well . After a two-year slump , we finally back in the black . "
joy,But some of the younger dons were ecstatic about the election . 
joy,"She became happier , more settled . "
joy,"` I 'm so happy you could make it , my favourite jockey . "" "
joy,I had a very pleasant conversation with one of my friends.
joy, That will be great . 
joy," I do not know what I could imagine , but I confess that I have seldom seen a face or figure more pleasing to me than hers . "
joy,A smile of amusement played on his lips as he studied his unkempt prize . 
joy,When I was informed that I had been accepted as a student of Psychology.
joy,When I met my girlfriend again in another town after a long separation.
joy, The situation differs in person . 
joy,When I married my wife and took her home for the first time.
joy," I ’ m glad . We have only about twenty things here , and I ’ m in a hurry to get home . "
joy, Fun for you ! Do you get to do anything you want ? 
joy,"When Christmas holiday started, I felt very joyful when I finished my last exam."
joy,"Found out that the girl I love loves me, too."
joy,At my wedding - standing with the man I love and acknowledging that fact to members of family and friends.
joy,"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin . "
joy,"He considered this thoughtfully , then a gleam of amusement came into his eyes . "
joy," Cool down , man . Everyone is fed up with the rush-hour traffic . But life isn't really all that . You should take the initiative and make some changes first . "
joy,Mumm . Those burgers smell great . It's perfect day for a barbecue . 
joy,Doing unexpectedly well in an exam.
joy,Neither he nor Peter can conceal excitement at being back in the limelight again . 
joy, I'm studying medicine . 
joy," Well , whatever it does , I feel transformed ! "
joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.
joy,"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night . "
joy,My delight at everything I saw was beyond bounds  gardens were allotted my sister and self  there was the canal to fish in  a pony to ride  besides animals of different kinds 
joy, Great . I have also been thinking of getting one . Do you think you could ask Jane to have a quiet word with Margaret ? My birthday is not that far away . 
joy," Good morning , John ! "
joy,When seeing a friend that I had not seen in a long while.
joy, I ’ m so happy for the family ! They must be very relieved and excited about that . 
joy,The situation in which I felt happiest in my life was when I was with the person I love for the first time.
joy,Winning a rowing race at a Karapiro regatta. With 7 other friends.
joy,I got a very good grade on one of my midterms a few weeks ago.
joy,When I was admitted to the Bulgarian State Conservatoire.
joy,When I attended the concert of a pop singer.
joy,"I have a girlfriend, who is almost like a daughter to me.  She is studying out of station and I get to see her only once a year.  Her arrival is always a joyous one."
joy,When I won some coins in a small competion.
joy, Thanks . 
joy,"When my former boyfriend and I reconciled and he decided that I was very important to him. I had always wanted us to get back together again, but had doubted the likelihood of this, so I was very happy when my small amount of faith was vindicated."
joy," She was patient , kind , fun , smart , caring , and yet strict , too . I really learned a lot from her . "
joy, Can I get the black ball in ? 
joy,The jeweller was overjoyed ; he began spending heavily . 
joy, I am glad we've straightened everything out . 
joy,When I finished my C.S. Project I was overjoyed. I felt relieved because it was due the next day and I was tired of looking at it.
joy,I worked at a lawyer's office during Summer and I got a very good reference from him.
joy,"Trying to hide her enormous delight in his return , Juliet turned to David . "
joy,During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic.
joy,"She cackled and slapped her knees , bent double and wheezing with delight at her own witticisms . "
joy,From a starving stray it was transformed into a contented house cat . 
joy,The elation of witnessing birth may be followed by a sense of disorientation at being a displaced person . 
joy,"Then , having shown the plate to various not very excited colleagues , he resumed his holiday . "
joy, Couldn ’ t be better . And you ? 
joy, Congratulations ! What's your normal handicap ? 
joy," To be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment . "
joy,Meeting with two of my friends I had not seen for 15 years. They were special people to me.
joy,"When I passed standard 8 exams I jumped, rolled over the ground."
joy, Merry Christmas to you ! 
joy,"I had a dream : I had a very close friend who had several stone houses in the New Territories (villages) but they did not have much furniture.  He took me to see his fields (I had never seen them before) and there were several inches of clear water on which the sunshine was reflected.  I wanted to sit among the short green plants in the fields but was afraid of treading the plants to death.  My friend said \They will not die\"" and I sat down happily and my trousers did not get wet."""
joy,Had a letter from my father (usually he does not write to me).
joy,When my brother was selected to the University of Malawi (the Polythecnic). I was very excited and I rejoiced due to one of our family members qualifying for University level at long last.
joy," Yeah , I will be there . "
joy,"Captain McArthur was a musical comedy aficionado , and not pleased when Mrs Kingswood spoke critically of the form . "
joy,When I learned that my parents were going abroad and leaving me alone for a few years.
joy,First away game at Parrot Academy today!! wish our V. Boys and Girls luck if you see them in today :) #letsgocanes
joy,"To my mind , it begins so well that it could easily be mistaken for a translation of an eighth-century hermit 's verse , composed in a beehive hut by a contented holy man of Old Ireland . "
joy, Classic . Something that could calm your mind . 
joy,"After going through much shame, I became a Christian and something new happened in my heart.  Joy that overflows was manifest in me."
joy,"On my birthday, when a very close friend sent me a huge bouquet of flowers."
joy, That ’ s great ! Do you have any plans ? 
joy,"What does stand out is that everyone believes that the profession , its standards and its aims , matter , and they all feel an excitement about the job of acting . "
joy,"When I passed my driving test, as it was the fifth time that I had taken this test."
joy," I recommend you ride a bike instead of commuting by bus . It may offer you many benefits . First , it's good for your health . I'm afraid it's not necessary for me to further elaborate . While lots of people spend time like an hour each morning exercising , a bike ride to work not only builds you up , but also makes full use of time . You might as well sleep out for a longer hour . "
joy, OK . Then I'll be expecting you . 
joy, It's very nice . 
joy,When I was accepted into the medical school.  Medicine is a profession that I have desired ever since my childhood.
joy,"Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth."
joy,"The remaining men were just preparing to leave when suddenly a young man called Laban Tall rushed into the malthouse , almost too excited to speak . "
joy, Thanks for reminding me . She's the right person to help me . 
joy,When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university."
joy,When I heard what mark I had got at the entrance examination and I realized my admittance to the University was almost certain.
joy," Well , then , may I invite you for the next dance ? "
joy, Some time next year . We haven't set the date yet . 
joy,` I was so pleased she lived until just after Sam was born . 
joy,When I qualified for form I.
joy, I've never given a speech in front of a thousand people before . 
joy, Something like listening to music is a good idea . 
joy," All in all , it will never lose its appeal . "
joy,When I passed my form three exams.
joy,Patrick was not ready yet to share Stevie 's excitement . 
joy,"On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000."
joy, Thanks a lot . 
joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me."
joy, It's nice to hear that anyway . 
joy,When I passed the B.A exams with first class results.
joy," Thanks , I will , byebye ! "
joy,"On my 18th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test."
joy," Sure , I'll give you a call . "
joy,I felt very happy when I heard I had passed the examination to move up to the second year course.
joy,"When my uncle gave me my first year's results.  I opened the envelope and my eyes ran into two \B+\"" - in EC110 and M160, this meant that I had qualified for a major in economics."""
joy,I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . 
joy,When I won a position on the track-team for the trans-tasman games when I was eleven.
joy,When a person that I like very much got near to me.
joy,Guy Sterne was having great difficulty in controlling his amusement . 
joy,This week I was phoned by an old friend with whom I lost contact a few years ago.
